id,doi,url,paper_id,title,authors,year,publication_date,venue,source_publication,abstract,keywords,full_text,database,search_engine,query,search_terms,retrieved_at,citation_count,influential_citation_count,is_open_access,open_access_pdf,comp_techniques,edu_approach,study_type,eval_methods,selection_stage,exclusion_reason,inclusion_criteria_met,relevance_score,is_duplicate,duplicate_of,status,notes,tags,created_at,updated_at,stage_source_id
759,10.11591/edulearn.v18i4.21386,https://www.semanticscholar.org/paper/1d3ba64dcdf7b9643958d29dd2e8bce4fec9de5d,1d3ba64dcdf7b9643958d29dd2e8bce4fec9de5d,Critical thinking disposition and learning approach as predictors of mathematics performance,K. M. Salviejo; E. D. Ibañez; J. Pentang,2024,2024-11-01,Journal of Education and Learning (EduLearn),,"In the Philippines, improving pre-service math teachers’ critical thinking is receiving increasing attention, emphasizing the importance of tailoring instructional methods to students’ learning approaches for a more equitable environment and enhanced mathematics performance. Thus, this study aimed to determine if the critical thinking disposition subscales (reflective, attentiveness, open-mindedness, organization, perseverance, and intrinsic motivation) and learning approach (deep approach and surface approach) predict the mathematics performance of pre-service math teachers. This study employed a descriptive-correlational research design to randomly selected 125 pre-service math teachers from Central Luzon, Philippines. The survey instruments are administered through the student-educator negotiated CTDs scale, the revised two-factor study process questionnaire, and the 40- item validated test. Using descriptive analysis, findings revealed that preservice mathematics teachers have moderate levels of CTD, most of which use a deep approach and have average mathematics performance. Regression analysis showed that CTD and the deep approach were predictors. Therefore, pre-service mathematics teachers with a higher CTD and a deep approach are likelier to perform better in mathematics. These findings provide valuable insights into enhancing mathematics teacher education.",,,semantic_scholar,semanticscholar,mathematics AND predictive AND learning,,2025-11-25 05:24:25,6.0,0.0,1,http://edulearn.intelektual.org/index.php/EduLearn/article/download/21386/10554,Não especificado,,survey,statistical,screening,inclusion_criteria_not_met,year_range; language_en; math_focus; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:25,2026-08-31T04:39:50.102725,
1601,10.24908/pceea.2023.17129,https://www.semanticscholar.org/paper/32d867cd8e77f920b58ec3eecfdae4a5aa5ede70,32d867cd8e77f920b58ec3eecfdae4a5aa5ede70,Data Analytics in Engineering Education: Lessons Learned from a Canadian Engineering School,"Chan, Ariel; Noval, Graeme; Pitchika, Ayushi; Bolarin, Oluwadamilola; Liu, Qin",2024,2024-03-04,Proceedings of the Canadian Engineering Education Association (CEEA),,"We extended our earlier student data analytics work [1] to further analysis of 10 years of 11,000+ engineering undergraduates’ academic records in the Faculty of Applied Science and Engineering at the University of Toronto to uncover underlying factors impacting students’ academic performance upon graduation. We explored the potential of using supervised and non-supervised machine learning algorithms to select the key features that strongly correlate with the identified students’ academic performance. K-means clustering method was used to study math competency on academic performance and the findings indicate factors other than math can significantly influence student performance. We also applied Association Rule to study life-long learning attributes based on the completion of minors and certificates. From the results, we noticed that technical minors choices correlated strongly with specific core engineering programs and there are also marked differences in terms of gender, legal status and Professional Engineering Year/COOP completion. Various visualization graphical methods including Heatmap, Pie Char, Sanky Diagrams were applied to aid the analysis. The power of data analysis enables a better understanding of our engineering students’ experiences and informs evidence-based decision-making in our school",,,semantic_scholar,semanticscholar,math AND machine learning AND education,,2025-11-25 05:24:26,0.0,0.0,1,https://doi.org/10.24908/pceea.2023.17129,Machine Learning,,,,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:26,2026-08-31T04:39:51.102257,
2113,10.47119/ijrp1001521720246907,https://doi.org/10.47119/ijrp1001521720246907,10.47119/ijrp1001521720246907,Realistic Mathematics Education (Rme) Approach towards the Development of Student Life Skills and Performance in Mathematics,John Paulo V. Cadelino,2024,2024-06-16,International Journal of Research Publications,,Abstract não disponível,,,crossref,crossref,mathematics AND student modeling AND education,,2025-11-25 05:24:27,0.0,,0,,Não especificado,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2117,10.1080/1369183x.2024.2333874,https://www.semanticscholar.org/paper/da3dbfa5c3df5cf68954a61156ff6a6e3ae6a6b5,da3dbfa5c3df5cf68954a61156ff6a6e3ae6a6b5,How prejudice shapes public perceptions of minority-organized spaces: the case of community education,Julia Steenwegen; M. Meijers,2024,2024-04-01,Journal of Ethnic and Migration Studies,,"ABSTRACT As European societies become continuously more diverse, understanding the dynamics of minority rights endorsement becomes increasingly crucial. This paper investigates the variations in citizen support for minority rights and how these endorsements differ across various minority groups and purposes. This study focuses on minority organized supplementary schooling for minoritized youth in Flanders, Belgium as a case study for examining the endorsement of rights. Using new observational evidence, we first show that there is significant variation in citizens’ opposition to community education. Subsequently, we conduct a survey experiment to unravel what explains public opposition to certain minority-organized initiatives, but not others. Specifically, we examine the causal effect of the organizing ethnic community (i.e. Italian, Chinese, or Moroccan) and the school's stated purpose (i.e. heritage language training or math tutoring) on public support. The study reveals that public approval of such minority-organized spaces is not uniform across initiatives. It is influenced by the perceived cultural threat posed by specific minority groups and the nature of the initiative. This research is the first to comprehensively examine public perceptions of minority-organized spaced. The findings indicate that deeper research into the support for minority rights and freedoms is imperative.",,,semantic_scholar,semanticscholar,math AND tutoring AND education,,2025-11-25 05:24:27,1.0,0.0,1,https://www.tandfonline.com/doi/pdf/10.1080/1369183X.2024.2333874?needAccess=true,Não especificado,,experimental,qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2130,10.21125/edulearn.2024.2171,https://doi.org/10.21125/edulearn.2024.2171,10.21125/edulearn.2024.2171,JUDOMATHS: AN INTELLIGENT TUTORING SYSTEM FOR PERSONALIZED MATHEMATICS LEARNING IN FRENCH THIRD CYCLE,Clément Aubeuf,2024,2024-07,EDULEARN Proceedings,,Abstract não disponível,,,crossref,crossref,mathematics AND intelligent tutor AND learning,,2025-11-25 05:24:27,0.0,,0,,Intelligent Tutoring,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:27,2026-08-31T04:39:50.585256,
2134,,https://core.ac.uk/download/665671614.pdf,665671614,A DISCIPLINA MODELAGEM MATEMÁTICA DURANTE O ENSINO REMOTO EMERGENCIAL NO IM-UFRRJ E SUAS RELAÇÕES COM O CENÁRIO DA PANDEMIA DA COVID-19,"Santos Pereira , Marcela Lima; Mazza Dias, Claudia",2024,,Extensão em Movimento,,"O presente artigo destina-se a compartilhar a experiência vivenciada pelas autoras na disciplina Modelagem Matemática, ofertadas pelo Departamento de Tecnologias e Linguagens da UFRRJ, durante o período da pandemia da COVID-19, compreendendo o Ensino Remoto Emergencial (set. 2020 à mar. 2022), descrevendo as consequentes adequações realizadas na disciplina com vistas à Educação Matemática Crítica. Verificou-se que os reflexos da pandemia se estenderam aos diversos temas selecionados pelos alunos para o trabalho previsto na disciplina, permitindo vislumbrar a extensão dos impactos diretos e indiretos do cenário pandêmico na sociedade e ainda, confirmar a presença da matemática auxiliando a análise e a busca de respostas para as questões decorrentes",,,core,core,matemática AND modelagem do aluno AND educacao,,2025-11-25 05:24:27,,,1,,Não especificado,,,,screening,no_methodology,,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2140,10.26577/jmmcs2024-v124-i4-a7,https://www.semanticscholar.org/paper/bfe4c20f2e93924dc6ffb644fa5da215701d74eb,bfe4c20f2e93924dc6ffb644fa5da215701d74eb,The architecture of educational platform based on machine learning,Erkaboy Samandarov,2024,,Journal of Mathematics Mechanics and Computer Science,,"The paper discusses the architecture of an educational platform based on machine learning (ML) algorithms. Recently, ML algorithms which is subpart of artificial intelligence (AI) have started using in online educational platform. This paper illustrates the architecture of education platform based on ML algorithms. ML algorithms use to identify students’ psychological state, to determine
the level of knowledge in subjects, to give educational materials suitable for the level of knowledge of the student, and to classify the exam result of a student into classes. The architecture in the paper is designed for the school, however, it is flexible. The architecture is able to apply for the other degrees of education. Thus, the platform based on ML is able to improve students autonomous learning
and each subject abilities. In 2024, 280 students from 6th to 11th grades were taught at private school in Tashkent City by the educational platform based on the architecture. Determining the students psychological condition, determining the students knowledge level, assessing the student’s knowledge from each subject, moving the student to the next level was performed with the help of SVM, ANN, Naive Bayes, and Decision tree machine learning techniques. The findings illustrate that ML algorithms are highly effective in teaching students.",,,semantic_scholar,semanticscholar,mathematics AND machine learning AND education,,2025-11-25 05:24:27,1.0,0.0,0,,"Machine Learning, AI/Artificial Intelligence",,proposal,,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2145,10.61091/jcmcc120-35,https://www.semanticscholar.org/paper/b5a378b92878335c0bc3775396b8d223c6847266,b5a378b92878335c0bc3775396b8d223c6847266,Digital Protection and Innovative Development Path of Red Culture Resources Based on Distributed Machine Learning Supported by Intelligent Information,Min Huang; Xinyu Zeng,2024,2024-06-30,Journal of Combinatorial Mathematics and Combinatorial Computing,,"As a product of the revolutionary war years, red culture, with its strong vitality, strong cohesion and extraordinary charm, with its incomparable positive energy, resists vulgar and flattering culture, promotes people to rebuild their faith, purify their minds, stimulate their motivation, and promote the process of cultural power. Yan’an, represented by red culture, is rich in resources. This is the holy land of Chinese revolution, the first batch of famous historical and cultural cities named by the State Council, and the three major education bases of patriotism, revolutionary tradition, and Yan’an spirit. The development and utilization of such resources have great political, cultural, educational and economic values. This research is based on the development of red culture, and uses the distributed machine learning system to realize in the system architecture of parameter server. In the distributed system set in this study, node downtime and network interruption are random. When the parameter server system adopts static scheduling, it leads to poor scalability and robustness. The experimental results show that under the intelligent simulation of machine learning system, the development of red culture resources meets the expected assumptions, and the accuracy of the model is relatively high.",,,semantic_scholar,semanticscholar,mathematics AND machine learning AND education,,2025-11-25 05:24:27,3.0,0.0,0,,Machine Learning,,experimental,performance,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2167,10.1007/s10763-024-10501-2,https://www.semanticscholar.org/paper/70adec9b4a33f6e1dd2aa189687f25afdd449ea5,70adec9b4a33f6e1dd2aa189687f25afdd449ea5,Enhancing Pre-Service Mathematics Teachers' Competencies in Distance Education: An Empirical Investigation Utilizing Micro-Teaching and Peer Assessment,İpek Saralar-aras; Habibe Güneş,2024,2024-09-13,International Journal of Science and Mathematics Education,,Abstract não disponível,,,semantic_scholar,semanticscholar,mathematics AND assessment AND education,,2025-11-25 05:24:27,9.0,0.0,0,,Assessment,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:27,2026-08-31T04:39:50.843257,
2175,10.1016/j.tate.2024.104640,https://www.semanticscholar.org/paper/fcf0bf3d8b6f153b3ed4a3405ffc418648590b6d,fcf0bf3d8b6f153b3ed4a3405ffc418648590b6d,Exploring elementary preservice teachers’ responsive teaching in mathematics through an artificial intelligence-based Chatbot,T. Son; Sheunghyun Yeo; Dabae Lee,2024,2024-08-01,Teaching and Teacher Education : An International Journal of Research and Studies,,Abstract não disponível,,,semantic_scholar,semanticscholar,mathematics AND artificial intelligence AND education,,2025-11-25 05:24:27,17.0,0.0,0,,AI/Artificial Intelligence,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2177,10.3390/ai5040094,https://doi.org/10.3390/ai5040094,10.3390/ai5040094,Causal Economic Machine Learning (CEML): “Human AI”,Andrew Horton,2024,2024-10-11,AI,,"This paper proposes causal economic machine learning (CEML) as a research agenda that utilizes causal machine learning (CML), built on causal economics (CE) decision theory. Causal economics is better suited for use in machine learning optimization than expected utility theory (EUT) and behavioral economics (BE) based on its central feature of causal coupling (CC), which models decisions as requiring upfront costs, some certain and some uncertain, in anticipation of future uncertain benefits that are linked by causation. This multi-period causal process, incorporating certainty and uncertainty, replaces the single-period lottery outcomes augmented with intertemporal discounting used in EUT and BE, providing a more realistic framework for AI machine learning modeling and real-world application. It is mathematically demonstrated that EUT and BE are constrained versions of CE. With the growing interest in natural experiments in statistics and causal machine learning (CML) across many fields, such as healthcare, economics, and business, there is a large potential opportunity to run AI models on CE foundations and compare results to models based on traditional decision-making models that focus only on rationality, bounded to various degrees. To be most effective, machine learning must mirror human reasoning as closely as possible, an alignment established through CEML, which represents an evolution to truly “human AI”. This paper maps out how the non-linear optimization required for the CEML structural response functions can be accomplished through Sequential Least Squares Programming (SLSQP) and applied to data sets through the S-Learner CML meta-algorithm. Upon this foundation, the next phase of research is to apply CEML to appropriate data sets in various areas of practice where causality and accurate modeling of human behavior are vital, such as precision healthcare, economic policy, and marketing.",,,crossref,crossref,math AND ai AND learning,,2025-11-25 05:24:27,0.0,,1,,"Machine Learning, AI/Artificial Intelligence",,experimental,performance; user_feedback,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2243,10.1007/s10639-024-12647-6,https://www.semanticscholar.org/paper/7dbfa78eff279df04502525cfed58e5d54b18244,7dbfa78eff279df04502525cfed58e5d54b18244,Using interpretable machine learning approaches to predict and provide explanations for student completion of remedial mathematics,Thomas Mgonja,2024,2024-05-10,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,,Abstract não disponível,Computer Science,,semantic_scholar,semanticscholar,mathematics AND machine learning AND education,,2025-11-25 05:24:27,4.0,0.0,0,,Machine Learning,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:27,2026-08-31T04:39:51.134261,
2244,10.2478/amns-2024-2676,https://www.semanticscholar.org/paper/2e99e2d8a889cec3d155a80fef734106a818872f,2e99e2d8a889cec3d155a80fef734106a818872f,A Study of the Aesthetic Application of Machine Learning to Five Education in Classical Music Interpretation,Lin Liu; Shuang Zhao,2024,2024-01-01,Applied Mathematics and Nonlinear Sciences,,"Abstract With the application of machine learning to the teaching of classical music in the context of five education as the research objective, this study first tested the feature extraction performance and classification of classical music with specific classical music data. Secondly, it explored the changes in the three elements of song aesthetics before and after machine learning five-education music teaching in two academic periods and analyzed the teaching effect it had on the task completion time and rhythmic accuracy of the songs. The use of audio analysis software in terms of task completion time, rhythmic accuracy, and pitch accuracy dimensions produces quantitative teaching effect ratings. The results show that the method in this paper obtains ideal classical music classification and feature extraction results and the ratings of the music feature extraction algorithms are in line with the real level of teachers and students. The experimental group and the control group, after teaching music using machine learning, took a similar time to learn the task, but the difference in rhythmic accuracy was large. The highest IOI value of the experimental group is only 0.07439, and the overall average of the group’s satisfaction with the teaching effect has increased by 0.842. This paper’s method is conducive to the development and innovation of music teaching.",,,semantic_scholar,semanticscholar,mathematics AND machine learning AND education,,2025-11-25 05:24:27,0.0,0.0,1,https://doi.org/10.2478/amns-2024-2676,Machine Learning,,experimental,performance; user_feedback,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2268,10.1109/icetems64039.2024.10964981,https://www.semanticscholar.org/paper/7f54a09565c8a891f1cac3955db00d2291f6bafa,7f54a09565c8a891f1cac3955db00d2291f6bafa,An Augmented Reality-Based User Interface Design for integrating Immersive Technology in STEM Education,Deepti Prit Kaur; Amit Kumar,2024,2024-11-22,2024 2nd International Conference on Emerging Trends in Engineering and Medical Sciences (ICETEMS),,"In K-12 and engineering education, STEM (science, technology, engineering, and math) programs equip the students to think critically by enabling them to see how the proposed solution fits with the problem statement. Lab experiments are the best way to learn about electrical circuits, digital electronics, civil and mechanical engineering ideas, and basics electronics behind the working of robotics and embedded systems. Several platforms such as Arduino, Raspberry-Pi etc. provide extensive learning experience that helps middle school, high school and university students to take their first step to understand programming, electronics and science. However, for beginners, there is a need for constant supervision by an efficient instructor due to the risk involved in the experimentation with hardware components. Such situations become cumbersome when the number of students is large in a physical laboratory setting. If such experimentation first can be done using an educational game-like application in a virtual environment with instructions through a user-interface, followed by real-time experimentation; it will aid to better understanding of concepts in science, especially electronics and embedded systems with requirement of only a little supervision. Also, the students would be able to understand the related concepts using an immersive application (using augmented/virtual reality) which can also be accessed remotely and enables a larger number of students to learn, explore and create Arduino-based circuits. This work thus introduces a game-based, adaptive UID (User Interface Design), named “Ed-Immerse”, that lets the students work with real-world design components in immersive environments for understanding STEM concepts through interactive visualization.",,,semantic_scholar,semanticscholar,math AND adaptive AND education,,2025-11-25 05:24:27,0.0,0.0,0,,Não especificado,,experimental,user_feedback,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2271,10.1007/978-3-031-64302-6_24,https://openalex.org/W4400208124,https://openalex.org/W4400208124,Evaluating the Design Features of an Intelligent Tutoring System for Advanced Mathematics Learning,Ying Fang; Bo He; Zhi Liu; Sannyuya Liu; Zhonghua Yan; Jianwen Sun,2024,,Lecture notes in computer science,,Abstract não disponível,Computer science; Intelligent tutoring system; Artificial intelligence; Mathematics education; Multimedia,,openalex,openalex,mathematics AND intelligent tutor AND learning,,2025-11-25 05:24:27,2.0,,1,,Intelligent Tutoring,,proposal,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:27,2025-11-25 05:24:27,
2300,10.21275/sr241227144834,https://doi.org/10.21275/sr241227144834,10.21275/sr241227144834,Mathematics Model Used in Artificial Intelligence (AI) and Machine Learning (ML),Rajdeep x,2024,2024-12-27,International Journal of Science and Research (IJSR),,Abstract não disponível,,,crossref,crossref,mathematics AND ai AND learning,,2025-11-25 05:24:28,0.0,,0,,"Machine Learning, AI/Artificial Intelligence",,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:28,2026-08-31T04:39:49.972727,
2307,10.1109/ieir62538.2024.10960253,https://www.semanticscholar.org/paper/6f7d0cf55700d4a2ec44d155dc773264480429c9,6f7d0cf55700d4a2ec44d155dc773264480429c9,Multi-Knowledge Distillation for Constructing Math Word Problem Encoder,Xiaotian Cheng; Hao Ming; Zhenquan Shen; Xinguo Yu,2024,2024-11-06,2024 International Conference on Intelligent Education and Intelligent Research (IEIR),,"Technology of solving math word problems is predicted to play an increasingly important role in smart education today. It will be used to help students master complex problem solving faster, promote personalized tutoring, and support the advancement of smart education. The encoder is a very important part of the math word problem solving algorithm. Particularly the BERT encoder based solving algorithms have a good accuracy. However, in educational environments, computational resources are usually limited, and pre-trained models like BERT are difficult to be applied in resource limited scenarios due to the large number of parameters and the huge amount of computation. Therefore, in order to promote the popularization of intelligent education, it is necessary to study small encoder applicable to math problem solving. Knowledge distillation is an effective method of model compression, so this paper applies it to the field of math word problems by combining the knowledge of the layers of the teacher model, as well as the math knowledge of the predictive label through different decoders and the true label to distill a lightweight encoder suitable to be used on small devices. Results of experiment show that with 90% reduction in the number of parameters, the answer accuracy only 11.9% lower than the original BERT in the math word problem solving task and significantly outperforms the existing mainstream small models. This provides strong support for the practical application of algorithms for solving math word problems.",,,semantic_scholar,semanticscholar,math AND personalized AND education,,2025-11-25 05:24:28,0.0,0.0,0,,Predictive Analytics,,experimental,performance,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:28,2025-11-25 05:24:28,
2326,10.1007/s10639-024-12837-2,https://www.semanticscholar.org/paper/df28085889511091fe8b7f5e5fd7dbe300e63568,df28085889511091fe8b7f5e5fd7dbe300e63568,Examining Chinese preservice mathematics teachers’ adoption of AI chatbots for learning: Unpacking perspectives through the UTAUT2 model,Tommy Tanu Wijaya; Mingyu Su; Yiming Cao; Robert Weinhandl; T. Houghton,2024,2024-07-02,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,,Abstract não disponível,Computer Science,,semantic_scholar,semanticscholar,mathematics AND ai AND education,,2025-11-25 05:24:28,33.0,2.0,0,,AI/Artificial Intelligence,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2025-11-25 05:24:28,2025-11-25 05:24:28,
2340,10.2478/amns-2024-1040,https://www.semanticscholar.org/paper/023680c63df1c9a172b233626ac15f5077f0a33a,023680c63df1c9a172b233626ac15f5077f0a33a,Research on the Path of Improving the Quality of School Physical Education Teaching Based on Data Mining Technology,Xiao Liang,2024,2024-01-01,Applied Mathematics and Nonlinear Sciences,,"Abstract The explosion of digital technology and the Internet has elevated big data as a critical driver of progress in various fields, including sports education in higher education institutions. This article explores the application of structured data mining to refine sports education, beginning with a decision tree algorithm for student sports data analysis. It then employs the Apriori algorithm to explore gender-based sports information correlations with teaching levels and the K-means algorithm to measure the enhancement in sports teaching quality pre and post-technology adoption. Findings reveal a strong association between improved teaching quality and student physical well-being, highlighted by the College of Physical Education’s top teaching quality score of 10.0. Initially, most teaching quality evaluations were in the “poor” to “good” range (81.2%), shifting significantly to “excellent” and “good” (78.4%) after the intervention. This study evidences the importance of data mining in revolutionizing physical education, significantly boosting educational quality.",,,semantic_scholar,semanticscholar,mathematics AND mining AND education,,2025-11-25 05:24:28,2.0,0.0,0,,Não especificado,,,user_feedback; statistical,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:28,2026-08-31T04:39:50.129725,
2363,10.23947/2334-8496-2024-12-1-1-17,https://www.semanticscholar.org/paper/aea0188958a050beabf8b93d0f012ac56c7cff32,aea0188958a050beabf8b93d0f012ac56c7cff32,Exploring Influential Factors and Conditions Shaping Statistical Literacy Among Undergraduate Students in Mathematics Education,H. Retnawati; Kana Hidayati; E. Apino; I. Rafi; Munaya Nikma Rosyada,2024,2024-04-24,"International Journal of Cognitive Research in Science, Engineering and Education",,"Statistical literacy (hereafter SL) has been considered an important learning outcome in statistics learning in higher education, yet studies that focus on investigating the factors and conditions that influence students’ SL, especially mathematics education students, are still limited. This study seeks to uncover the factors and conditions that significantly contribute to the SL of mathematics education students. This survey study involved 1,287 mathematics education students from 21 higher education institutions in Indonesia. Linear regression analysis involving four predictor variables (i.e., gender, status of higher education institution, laptop ownership, and research preference) was performed to determine the variables that contributed significantly in predicting SL achievement. The results revealed that gender, higher education institution’s status, and laptop ownership contributed significantly, but research preference was not significant in predicting mathematics education students’ SL. Furthermore, laptop ownership was found to have the highest contribution in predicting mathematics education students’ SL. All findings and their implications are discussed.",,,semantic_scholar,semanticscholar,mathematics AND predictive AND education,,2025-11-25 05:24:28,2.0,0.0,1,https://doi.org/10.23947/2334-8496-2024-12-1-1-17,Não especificado,,survey,statistical,screening,inclusion_criteria_not_met,year_range; language_en; math_focus; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:28,2026-08-31T04:39:51.133265,
2365,10.61841/turcomat.v15i3.14785,https://doi.org/10.61841/turcomat.v15i3.14785,10.61841/turcomat.v15i3.14785,Comprehensive Data Corruption Identification Using Machine Learning Algorithms (PAACDA),Vanitha M.; Maneesha K.; Uma Renu Sri K.; Nancy K.,2024,2024-09-04,Turkish Journal of Computer and Mathematics Education (TURCOMAT),,"Data and analysis have evolved from being scattered numbers and qualities in spreadsheets to being seen as a means to revolutionize any substantial industry, thanks to the rise of technology. There are many unethical and unlawful ways that data may get corrupted; thus, it's important to find a way to effectively detect and highlight all the corrupted data in the dataset. It is not an easy task to detect damaged data or to restore information from a corrupted dataset. This is crucial and could cause issues with data processing using machines or deep learning methods later on if not handled early enough. Rather than focusing on outlier identification, this study introduces its PAACDA: Presence-driven Adamic Adar Corruption Identification Algorithm and then consolidates the findings. Even though they rely on parameter tuning to achieve high accuracy, and remember, current state-of-the-art models like Isolation Forest and DBSCAN (which stands for ""Density-Based the Spatial Process of Clustering of the Applications with Noise"") have a lot of uncertainty when they factor in corrupted data. This study investigates the specific performance problems with several unsupervised learning methods on corrupted linear and clustered datasets. In addition, we provide a new PAACDA technique that achieves a higher precision of 96.35% for cluster data and 99.04% for linear data compared to previous unsupervised training benchmarks on 15 prominent baselines, including K-means clustering, isolation forest, and LOF (local outlier factor). From the aforementioned angles, this essay delves deeply into the relevant literature as well. In this study, we identify all the problems with current methods and suggest ways forward for research in this area.",,,crossref,crossref,mathematics AND machine learning AND education,,2025-11-25 05:24:28,0.0,,1,,Machine Learning,,,performance,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,2.15,False,,excluded,,,2025-11-25 05:24:28,2025-11-25 05:24:28,
7905,10.21125/edulearn.2024.0539,https://doi.org/10.21125/edulearn.2024.0539,10.21125/edulearn.2024.0539,PRELIMINARY META-ANALYTIC FINDINGS EXAMINING PERSONALIZED ADAPTIVE LEARNING IN UNDERGRADUATE MATHEMATICS,Debbie Hahs-Vaughn; Katiuscia Teixeira; Patsy Moskal; Tammy Muhs; Oluwaseun Farotimi; Christina Carassas; Corinne Bishop,2024,2024-07,EDULEARN Proceedings,,Abstract não disponível,,,crossref,crossref,mathematics AND personalized AND learning,,2026-08-31 07:39:50,0.0,,0,,Adaptive Learning,,,,screening,abstract_too_short,,2.15,False,,excluded,,,2026-08-31 07:39:50,2026-08-31 07:39:50,
7909,10.31234/osf.io/g4z85,10.31234/osf.io/g4z85,719760632,Learning As It Happens: A Decade of Analyzing and Shaping a Large-Scale Online Learning System,Han van der Maas; Alexander O. Savi; Gunter Maris; Frederik Coomans; Abe Hofman; Matthieu Brinkhuis,2024,,PsyArXiv,,"With the advent of computers in education, and the ample availability of online learning and practice environments, enormous amounts of data on learning become available. The purpose of this paper is to present a decade of experience with analyzing and improving an online practice environment for math, which has thus far recorded over a billion responses. We present the methods we use to both steer and analyze this system in real-time, using scoring rules on accuracy and response times, a tailored rating system to provide both learners and items with current ability and difficulty ratings, and an adaptive engine that matches learners to items. Moreover, we explore the quality of fit by means of prediction accuracy and parallel item reliability. Limitations and pitfalls are discussed by diagnosing sources of misfit, like violations of unidimensionality and unforeseen dynamics. Finally, directions for development are discussed, including embedded learning analytics and a focus on online experimentation to evaluate both the system itself and the users' learning gains. Though many challenges remain open, we believe that large steps have been made in providing methods to efficiently manage and research educational big data from a massive online learning system",,,core,core,math AND analytics AND education,,2026-08-31 07:39:50,,,1,,"Learning Analytics, Predictive Analytics",,experimental,user_feedback; performance,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,2.15,False,,excluded,,,2026-08-31 07:39:50,2026-08-31 07:39:50,
